time,started,ended
8:0:0,118869,118492
9:0:0,214221,213871
10:0:0,275104,274942
11:0:0,264415,264406
12:0:0,379013,378628
13:0:0,213408,213964
14:0:0,210671,210684
15:0:0,272572,272379
16:0:0,255004,255093
17:0:0,247027,247063
18:0:0,155407,155700
19:0:0,311727,311200
20:0:0,218132,218455
21:0:0,154304,154506
22:0:0,2062,2553
