time,started,ended
8:0:0,546,546
9:0:0,533,533
10:0:0,585,585
11:0:0,294,294
12:0:0,198,198
13:0:0,506,506
14:0:0,496,496
15:0:0,549,549
16:0:0,161,161
17:0:0,0,0
18:0:0,0,0
19:0:0,0,0
20:0:0,0,0
21:0:0,0,0
22:0:0,0,0
