time,started,ended
6:0:0,0,0
7:0:0,0,0
8:0:0,1238,1236
9:0:0,8433,8425
10:0:0,14771,14768
11:0:0,19728,19726
12:0:0,19467,19466
13:0:0,28168,28161
14:0:0,15439,15443
15:0:0,15239,15250
16:0:0,19780,19768
17:0:0,18998,19001
18:0:0,18382,18386
19:0:0,11797,11804
20:0:0,22778,22759
21:0:0,16526,16535
22:0:0,11480,11496
